zHD MU_SH0ES
2.189899999999999902e-01 4.002960000000000207e+01
2.194099999999999939e-01 4.000480000000000302e+01
2.195000000000000007e-01 4.010979999999999990e+01
2.197199999999999986e-01 4.006159999999999854e+01
2.197800000000000031e-01 4.008820000000000050e+01
2.199000000000000121e-01 4.023870000000000147e+01
2.201700000000000046e-01 3.992280000000000229e+01
2.206599999999999950e-01 4.018760000000000332e+01
2.208299999999999985e-01 4.007979999999999876e+01
2.213199999999999890e-01 4.004410000000000025e+01
2.213199999999999890e-01 4.005879999999999797e+01
2.215000000000000024e-01 4.019369999999999976e+01
2.229899999999999938e-01 4.032569999999999766e+01
2.234899999999999942e-01 4.015109999999999957e+01
2.238499999999999934e-01 4.001619999999999777e+01
2.244899999999999951e-01 4.012930000000000064e+01
2.244899999999999951e-01 3.994489999999999696e+01
2.249299999999999911e-01 4.011260000000000048e+01
2.254200000000000093e-01 4.014909999999999712e+01
2.254299999999999915e-01 4.013289999999999935e+01
2.255099999999999882e-01 4.018560000000000088e+01
2.257800000000000085e-01 3.998649999999999949e+01
2.264500000000000124e-01 4.039119999999999777e+01
2.272599999999999898e-01 4.009700000000000131e+01
2.281799999999999939e-01 4.022359999999999758e+01
2.286499999999999921e-01 4.016040000000000276e+01
2.292800000000000116e-01 4.022290000000000276e+01
2.297800000000000120e-01 4.013510000000000133e+01
2.301999999999999880e-01 4.012830000000000297e+01
2.304100000000000037e-01 4.030619999999999692e+01
2.308199999999999974e-01 4.007169999999999987e+01
2.308600000000000096e-01 4.010490000000000066e+01
2.309199999999999864e-01 4.029579999999999984e+01
2.312500000000000111e-01 4.031689999999999685e+01
2.316199999999999926e-01 4.020100000000000051e+01
2.316400000000000126e-01 4.008749999999999858e+01
2.320500000000000063e-01 4.020450000000000301e+01
2.328199999999999992e-01 3.983409999999999940e+01
2.336699999999999888e-01 4.018569999999999709e+01
2.337799999999999878e-01 4.041479999999999961e+01
2.339100000000000068e-01 4.017880000000000251e+01
2.339499999999999913e-01 4.013889999999999958e+01
2.347200000000000120e-01 4.019120000000000203e+01
2.348099999999999909e-01 4.027839999999999776e+01
2.349400000000000099e-01 4.015800000000000125e+01
2.351999999999999924e-01 4.016290000000000049e+01
2.355599999999999916e-01 4.023360000000000269e+01
2.363899999999999890e-01 4.038049999999999784e+01
2.366199999999999970e-01 4.026359999999999673e+01
2.366399999999999892e-01 4.046739999999999782e+01
2.368500000000000050e-01 4.011899999999999977e+01
2.369300000000000017e-01 4.022789999999999822e+01
2.372100000000000042e-01 4.022449999999999903e+01
2.374600000000000044e-01 4.073649999999999949e+01
2.378899999999999904e-01 4.023169999999999646e+01
2.394999999999999907e-01 3.990590000000000259e+01
2.398099999999999954e-01 4.013000000000000256e+01
2.401999999999999968e-01 4.038470000000000226e+01
2.408500000000000085e-01 4.040160000000000196e+01
2.412199999999999900e-01 4.032909999999999684e+01
2.415100000000000025e-01 4.012140000000000128e+01
2.416399999999999937e-01 4.017199999999999704e+01
2.421999999999999986e-01 4.056400000000000006e+01
2.427999999999999881e-01 4.042170000000000130e+01
2.428400000000000003e-01 4.057339999999999947e+01
2.432900000000000063e-01 4.025160000000000338e+01
2.435400000000000065e-01 4.053799999999999670e+01
2.441000000000000114e-01 4.029560000000000031e+01
2.444399999999999906e-01 4.020640000000000214e+01
2.445900000000000019e-01 4.012630000000000052e+01
2.451099999999999945e-01 4.033359999999999701e+01
2.452300000000000035e-01 4.049569999999999936e+01
2.455299999999999983e-01 4.035819999999999652e+01
2.458500000000000130e-01 4.043180000000000263e+01
2.461699999999999999e-01 4.034729999999999706e+01
2.464999999999999969e-01 4.037800000000000011e+01
2.465600000000000014e-01 4.028289999999999793e+01
2.466000000000000136e-01 4.039070000000000249e+01
2.471099999999999963e-01 4.019830000000000325e+01
2.484599999999999864e-01 4.020300000000000296e+01
2.485999999999999877e-01 4.049119999999999919e+01
2.486099999999999977e-01 4.042759999999999820e+01
2.486200000000000077e-01 4.036569999999999681e+01
2.486500000000000099e-01 4.032560000000000144e+01
2.489599999999999869e-01 4.042699999999999960e+01
2.490900000000000059e-01 4.031669999999999732e+01
2.497199999999999975e-01 4.067329999999999757e+01
2.498299999999999965e-01 4.029610000000000269e+01
2.498599999999999988e-01 4.039150000000000063e+01
2.501900000000000235e-01 4.059649999999999892e+01
2.502199999999999980e-01 4.037639999999999674e+01
2.504299999999999859e-01 4.041449999999999676e+01
2.505100000000000104e-01 4.056920000000000215e+01
2.506300000000000194e-01 4.030089999999999861e+01
2.509000000000000119e-01 4.038730000000000331e+01
2.519899999999999918e-01 4.046979999999999933e+01
2.525999999999999912e-01 4.046220000000000283e+01
2.525999999999999912e-01 4.040659999999999741e+01
2.533000000000000251e-01 4.036880000000000024e+01
2.535800000000000276e-01 4.003029999999999688e+01
2.540700000000000180e-01 4.045459999999999923e+01
2.561599999999999988e-01 4.064580000000000126e+01
2.561999999999999833e-01 4.055930000000000035e+01
2.563699999999999868e-01 4.037290000000000134e+01
2.568300000000000027e-01 4.050229999999999819e+01
2.573099999999999832e-01 4.057759999999999678e+01
2.573599999999999777e-01 4.049410000000000309e+01
2.577200000000000046e-01 4.060880000000000223e+01
2.581300000000000261e-01 4.052799999999999869e+01
2.585899999999999865e-01 4.046629999999999683e+01
2.586499999999999910e-01 4.050999999999999801e+01
2.590399999999999925e-01 4.054180000000000206e+01
2.591899999999999760e-01 4.028790000000000049e+01
2.592300000000000160e-01 4.042549999999999955e+01
2.594799999999999884e-01 4.052380000000000138e+01
2.595199999999999729e-01 4.044200000000000017e+01
2.606200000000000183e-01 4.050330000000000297e+01
2.609400000000000053e-01 4.061280000000000001e+01
2.614099999999999757e-01 4.044700000000000273e+01
2.616200000000000192e-01 4.041819999999999879e+01
2.617200000000000082e-01 4.068739999999999668e+01
2.617300000000000182e-01 4.068099999999999739e+01
2.617499999999999827e-01 4.039200000000000301e+01
2.618400000000000172e-01 4.069350000000000023e+01
2.620000000000000107e-01 4.072160000000000224e+01
2.630299999999999860e-01 4.126409999999999911e+01
2.632300000000000195e-01 4.063880000000000337e+01
2.636000000000000010e-01 4.039970000000000283e+01
2.639299999999999979e-01 4.055879999999999797e+01
2.639699999999999824e-01 4.030349999999999966e+01
2.640799999999999814e-01 4.063419999999999987e+01
2.641899999999999804e-01 4.050739999999999696e+01
2.646000000000000019e-01 4.051530000000000342e+01
2.646299999999999764e-01 4.067190000000000083e+01
2.658200000000000007e-01 4.060869999999999891e+01
2.658300000000000107e-01 4.032439999999999714e+01
2.664000000000000257e-01 4.029010000000000247e+01
2.670000000000000151e-01 4.054630000000000223e+01
2.679099999999999815e-01 4.051030000000000086e+01
2.681799999999999740e-01 4.046229999999999905e+01
2.685899999999999954e-01 4.057900000000000063e+01
2.686000000000000054e-01 4.045530000000000115e+01
2.688699999999999979e-01 4.060390000000000299e+01
2.701999999999999957e-01 4.063629999999999853e+01
2.702100000000000057e-01 4.050889999999999702e+01
2.705699999999999772e-01 4.051389999999999958e+01
2.709400000000000142e-01 4.048870000000000147e+01
2.714099999999999846e-01 4.056770000000000209e+01
2.727600000000000025e-01 4.054149999999999920e+01
2.735099999999999754e-01 4.047209999999999752e+01
2.745600000000000263e-01 4.073989999999999867e+01
2.750900000000000012e-01 4.077689999999999770e+01
2.751600000000000157e-01 4.052859999999999729e+01
2.758499999999999841e-01 4.066310000000000002e+01
2.763100000000000001e-01 4.067490000000000094e+01
2.766799999999999815e-01 4.085040000000000049e+01
2.777600000000000069e-01 4.061860000000000070e+01
2.778200000000000114e-01 4.091870000000000118e+01
2.793499999999999872e-01 4.070369999999999777e+01
2.798999999999999821e-01 4.050560000000000116e+01
2.799499999999999766e-01 4.056640000000000157e+01
2.806000000000000161e-01 4.066629999999999967e+01
2.813200000000000145e-01 4.062239999999999895e+01
2.820699999999999874e-01 4.059859999999999758e+01
2.826600000000000223e-01 4.074399999999999977e+01
2.834400000000000253e-01 4.065959999999999752e+01
2.840500000000000247e-01 4.057350000000000279e+01
2.844599999999999906e-01 4.054310000000000258e+01
2.844599999999999906e-01 4.069189999999999685e+01
2.847799999999999776e-01 4.111350000000000193e+01
2.855699999999999905e-01 4.070459999999999923e+01
2.858800000000000230e-01 4.067099999999999937e+01
2.866500000000000159e-01 4.063889999999999958e+01
2.873399999999999843e-01 4.056909999999999883e+01
2.875800000000000023e-01 4.053790000000000049e+01
2.877500000000000058e-01 4.087530000000000285e+01
2.881400000000000072e-01 4.070750000000000313e+01
2.884399999999999742e-01 4.074900000000000233e+01
2.885400000000000187e-01 4.074580000000000268e+01
2.889399999999999746e-01 4.094330000000000069e+01
2.890099999999999891e-01 4.074280000000000257e+01
2.890499999999999736e-01 4.067629999999999768e+01
2.890699999999999936e-01 4.070199999999999818e+01
2.894900000000000251e-01 4.097650000000000148e+01
2.899499999999999855e-01 4.073930000000000007e+01
2.900800000000000045e-01 4.072979999999999734e+01
2.904499999999999860e-01 4.078609999999999758e+01
2.912299999999999889e-01 4.048400000000000176e+01
2.919300000000000228e-01 4.076059999999999661e+01
2.919599999999999973e-01 4.076530000000000342e+01
2.921500000000000208e-01 4.075050000000000239e+01
2.922100000000000253e-01 4.042289999999999850e+01
2.925099999999999922e-01 4.063779999999999859e+01
2.925599999999999867e-01 4.069519999999999982e+01
2.929300000000000237e-01 4.074580000000000268e+01
2.929800000000000182e-01 4.082679999999999865e+01
2.936500000000000221e-01 4.085699999999999932e+01
2.950400000000000245e-01 4.076200000000000045e+01
2.958000000000000074e-01 4.102089999999999748e+01
2.958700000000000219e-01 4.099889999999999901e+01
2.964700000000000113e-01 4.099380000000000024e+01
2.969200000000000172e-01 4.065950000000000131e+01
2.969499999999999917e-01 4.075050000000000239e+01
2.985300000000000176e-01 4.127049999999999841e+01
2.985499999999999821e-01 4.065390000000000015e+01
2.989299999999999735e-01 4.091949999999999932e+01
2.993299999999999850e-01 4.101129999999999853e+01
2.994499999999999940e-01 4.102129999999999654e+01
2.994700000000000140e-01 4.073349999999999937e+01
3.002000000000000224e-01 4.098369999999999891e+01
3.003000000000000114e-01 4.087950000000000017e+01
3.008899999999999908e-01 4.117289999999999850e+01
3.014200000000000212e-01 4.085849999999999937e+01
3.015200000000000102e-01 4.110860000000000269e+01
3.025100000000000011e-01 4.088940000000000197e+01
3.030399999999999761e-01 4.082039999999999935e+01
3.035200000000000120e-01 4.092040000000000077e+01
3.036499999999999755e-01 4.107780000000000342e+01
3.040399999999999769e-01 4.071900000000000119e+01
3.040599999999999969e-01 4.070519999999999783e+01
3.047599999999999754e-01 4.104110000000000014e+01
3.048600000000000199e-01 4.090180000000000149e+01
3.052599999999999758e-01 4.059239999999999782e+01
3.053799999999999848e-01 4.090540000000000020e+01
3.054799999999999738e-01 4.100410000000000110e+01
3.058100000000000263e-01 4.094509999999999650e+01
3.065200000000000147e-01 4.089589999999999748e+01
3.068100000000000271e-01 4.115999999999999659e+01
3.069100000000000161e-01 4.095729999999999649e+01
3.081800000000000095e-01 4.120179999999999865e+01
3.083400000000000030e-01 4.095329999999999870e+01
3.087799999999999989e-01 4.099539999999999651e+01
3.092199999999999949e-01 4.104599999999999937e+01
3.093799999999999883e-01 4.097570000000000334e+01
3.094899999999999873e-01 4.101769999999999783e+01
3.096200000000000063e-01 4.071999999999999886e+01
3.105200000000000182e-01 4.061970000000000169e+01
3.106099999999999972e-01 4.099620000000000175e+01
3.108799999999999897e-01 4.104599999999999937e+01
3.114399999999999946e-01 4.101230000000000331e+01
3.117900000000000116e-01 4.103770000000000095e+01
3.120299999999999740e-01 4.095029999999999859e+01
3.126200000000000090e-01 4.095649999999999835e+01
3.126700000000000035e-01 4.103520000000000323e+01
3.126999999999999780e-01 4.062389999999999901e+01
3.129600000000000160e-01 4.101950000000000074e+01
3.130299999999999749e-01 4.100610000000000355e+01
3.138699999999999823e-01 4.102279999999999660e+01
3.145299999999999763e-01 4.112510000000000332e+01
3.150600000000000067e-01 4.101939999999999742e+01
3.151999999999999802e-01 4.088369999999999749e+01
3.158799999999999941e-01 4.120329999999999870e+01
3.159299999999999886e-01 4.093299999999999983e+01
3.162300000000000111e-01 4.119789999999999708e+01
3.178199999999999914e-01 4.107379999999999853e+01
3.180399999999999894e-01 4.107719999999999771e+01
3.182200000000000029e-01 4.101989999999999981e+01
3.185000000000000053e-01 4.133449999999999847e+01
3.190100000000000158e-01 4.114099999999999824e+01
3.190100000000000158e-01 4.089410000000000167e+01
3.209600000000000231e-01 4.123149999999999693e+01
3.210399999999999920e-01 4.095459999999999923e+01
3.211800000000000210e-01 4.119210000000000349e+01
3.220600000000000129e-01 4.072710000000000008e+01
3.222300000000000164e-01 4.086280000000000001e+01
3.222300000000000164e-01 4.087740000000000151e+01
3.227599999999999913e-01 4.093160000000000309e+01
3.244600000000000262e-01 4.106989999999999696e+01
3.254799999999999915e-01 4.122729999999999961e+01
3.256000000000000005e-01 4.126250000000000284e+01
3.257999999999999785e-01 4.116389999999999816e+01
3.258099999999999885e-01 4.104780000000000229e+01
3.263199999999999990e-01 4.105040000000000333e+01
3.280399999999999983e-01 4.100019999999999953e+01
3.284199999999999897e-01 4.130789999999999651e+01
3.284799999999999942e-01 4.135099999999999909e+01
3.285100000000000242e-01 4.093399999999999750e+01
3.286800000000000277e-01 4.107159999999999656e+01
3.286800000000000277e-01 4.110000000000000142e+01
3.287100000000000022e-01 4.092759999999999820e+01
3.290699999999999736e-01 4.105660000000000309e+01
3.294099999999999806e-01 4.141089999999999804e+01
3.295199999999999796e-01 4.123910000000000053e+01
3.296799999999999731e-01 4.110309999999999775e+01
3.299500000000000210e-01 4.084440000000000026e+01
3.304699999999999860e-01 4.123060000000000258e+01
3.305600000000000205e-01 4.116740000000000066e+01
3.306299999999999795e-01 4.116890000000000072e+01
3.308900000000000174e-01 4.115859999999999985e+01
3.309000000000000274e-01 4.099600000000000222e+01
3.310299999999999909e-01 4.100979999999999848e+01
3.314699999999999869e-01 4.103009999999999735e+01
3.314699999999999869e-01 4.123349999999999937e+01
3.314699999999999869e-01 4.110119999999999862e+01
3.318900000000000183e-01 4.101489999999999725e+01
3.323699999999999988e-01 4.097699999999999676e+01
3.329799999999999982e-01 4.132990000000000208e+01
3.335000000000000187e-01 4.100249999999999773e+01
3.335000000000000187e-01 4.103659999999999997e+01
3.345000000000000195e-01 4.112039999999999651e+01
3.349800000000000000e-01 4.102510000000000190e+01
3.351000000000000090e-01 4.102420000000000044e+01
3.367100000000000093e-01 4.103670000000000329e+01
3.374900000000000122e-01 4.116779999999999973e+01
3.375099999999999767e-01 4.100979999999999848e+01
3.376199999999999757e-01 4.114770000000000039e+01
3.377800000000000247e-01 4.115370000000000061e+01
3.381799999999999806e-01 4.114500000000000313e+01
3.384800000000000031e-01 4.111310000000000286e+01
3.389699999999999935e-01 4.105550000000000210e+01
3.406100000000000239e-01 4.117369999999999663e+01
3.409800000000000053e-01 4.105870000000000175e+01
3.411100000000000243e-01 4.106410000000000338e+01
3.416899999999999937e-01 4.121220000000000283e+01
3.444599999999999884e-01 4.130810000000000315e+01
3.444800000000000084e-01 4.129140000000000299e+01
3.448700000000000099e-01 4.123329999999999984e+01
3.454499999999999793e-01 4.120329999999999870e+01
3.460199999999999942e-01 4.133180000000000121e+01
3.469599999999999906e-01 4.141629999999999967e+01
3.471699999999999786e-01 4.111740000000000350e+01
3.488100000000000089e-01 4.137210000000000321e+01
3.491000000000000214e-01 4.124989999999999668e+01
3.491199999999999859e-01 4.128199999999999648e+01
3.493200000000000194e-01 4.114059999999999917e+01
3.493899999999999784e-01 4.120329999999999870e+01
3.494900000000000229e-01 4.100500000000000256e+01
3.494900000000000229e-01 4.137559999999999860e+01
3.494900000000000229e-01 4.115259999999999962e+01
3.496799999999999908e-01 4.148729999999999762e+01
3.501500000000000168e-01 4.118670000000000186e+01
3.505900000000000127e-01 4.123420000000000130e+01
3.509900000000000242e-01 4.125319999999999965e+01
3.514900000000000246e-01 4.147979999999999734e+01
3.514900000000000246e-01 4.133429999999999893e+01
3.537199999999999789e-01 4.136569999999999681e+01
3.551900000000000057e-01 4.146470000000000056e+01
3.577400000000000024e-01 4.135739999999999839e+01
3.579999999999999849e-01 4.135390000000000299e+01
3.584200000000000164e-01 4.124230000000000018e+01
3.584999999999999853e-01 4.114840000000000231e+01
3.590900000000000203e-01 4.115319999999999823e+01
3.590900000000000203e-01 4.144290000000000163e+01
3.594600000000000017e-01 4.142130000000000223e+01
3.601699999999999902e-01 4.118699999999999761e+01
3.603399999999999936e-01 4.107909999999999684e+01
3.609100000000000086e-01 4.143280000000000030e+01
3.614700000000000135e-01 4.111590000000000344e+01
3.628000000000000114e-01 4.124519999999999698e+01
3.632500000000000173e-01 4.136399999999999721e+01
3.649899999999999811e-01 4.146260000000000190e+01
3.662300000000000000e-01 4.113600000000000279e+01
3.665599999999999969e-01 4.123270000000000124e+01
3.671300000000000119e-01 4.120879999999999654e+01
3.679000000000000048e-01 4.126270000000000238e+01
3.679899999999999838e-01 4.146990000000000265e+01
3.683899999999999952e-01 4.154789999999999850e+01
3.685700000000000087e-01 4.146300000000000097e+01
3.696200000000000041e-01 4.144980000000000331e+01
3.698699999999999766e-01 4.121849999999999881e+01
3.702300000000000035e-01 4.137939999999999685e+01
3.705200000000000160e-01 4.137590000000000146e+01
3.705300000000000260e-01 4.138329999999999842e+01
3.705700000000000105e-01 4.163949999999999818e+01
3.706200000000000050e-01 4.127300000000000324e+01
3.706200000000000050e-01 4.106980000000000075e+01
3.709500000000000020e-01 4.140979999999999706e+01
3.713799999999999879e-01 4.133400000000000318e+01
3.715300000000000269e-01 4.138419999999999987e+01
3.715300000000000269e-01 4.142889999999999873e+01
3.735299999999999732e-01 4.131139999999999901e+01
3.743600000000000261e-01 4.147220000000000084e+01
3.767599999999999838e-01 4.141550000000000153e+01
3.780499999999999972e-01 4.135979999999999990e+01
3.785200000000000231e-01 4.142710000000000292e+01
3.799100000000000255e-01 4.129590000000000316e+01
3.799699999999999744e-01 4.141539999999999822e+01
3.806100000000000039e-01 4.146139999999999759e+01
3.809199999999999808e-01 4.145109999999999673e+01
3.812900000000000178e-01 4.145490000000000208e+01
3.815299999999999803e-01 4.167750000000000199e+01
3.818500000000000227e-01 4.156150000000000233e+01
3.824799999999999867e-01 4.137259999999999849e+01
3.829099999999999726e-01 4.136780000000000257e+01
3.840199999999999725e-01 4.151820000000000022e+01
3.860000000000000098e-01 4.152170000000000272e+01
3.867200000000000082e-01 4.137910000000000110e+01
3.874400000000000066e-01 4.155669999999999931e+01
3.878099999999999881e-01 4.163020000000000209e+01
3.889500000000000179e-01 4.138300000000000267e+01
3.894900000000000029e-01 4.154399999999999693e+01
3.925500000000000100e-01 4.147420000000000329e+01
3.951000000000000068e-01 4.146770000000000067e+01
3.970600000000000240e-01 4.125900000000000034e+01
3.994400000000000173e-01 4.171189999999999998e+01
4.005000000000000226e-01 4.149179999999999779e+01
4.022100000000000120e-01 4.147950000000000159e+01
4.029300000000000104e-01 4.154780000000000229e+01
4.036799999999999833e-01 4.161599999999999966e+01
4.046299999999999897e-01 4.167470000000000141e+01
4.048300000000000232e-01 4.133729999999999905e+01
4.055000000000000271e-01 4.178070000000000306e+01
4.064599999999999880e-01 4.169140000000000157e+01
4.089499999999999802e-01 4.170020000000000238e+01
4.092000000000000082e-01 4.174049999999999727e+01
4.093499999999999917e-01 4.170609999999999928e+01
4.094900000000000206e-01 4.167840000000000344e+01
4.100400000000000156e-01 4.168359999999999843e+01
4.112299999999999844e-01 4.166199999999999903e+01
4.113999999999999879e-01 4.183350000000000080e+01
4.116099999999999759e-01 4.181309999999999860e+01
4.126600000000000268e-01 4.178929999999999723e+01
4.165699999999999958e-01 4.172950000000000159e+01
4.185699999999999976e-01 4.161740000000000350e+01
4.193600000000000105e-01 4.168630000000000280e+01
4.193899999999999850e-01 4.146039999999999992e+01
4.195999999999999730e-01 4.186619999999999919e+01
4.196500000000000230e-01 4.179809999999999803e+01
4.199499999999999900e-01 4.143939999999999912e+01
4.203600000000000114e-01 4.183429999999999893e+01
4.208799999999999764e-01 4.161780000000000257e+01
4.209399999999999809e-01 4.172800000000000153e+01
4.219499999999999917e-01 4.153359999999999985e+01
4.224700000000000122e-01 4.164829999999999899e+01
4.224899999999999767e-01 4.167960000000000065e+01
4.234800000000000231e-01 4.159550000000000125e+01
4.235999999999999766e-01 4.184029999999999916e+01
4.239899999999999780e-01 4.172639999999999816e+01
4.245900000000000230e-01 4.174830000000000041e+01
4.256800000000000028e-01 4.170389999999999731e+01
4.260200000000000098e-01 4.175169999999999959e+01
4.269999999999999907e-01 4.181300000000000239e+01
4.270300000000000207e-01 4.183480000000000132e+01
4.279299999999999771e-01 4.227570000000000050e+01
4.285900000000000265e-01 4.188250000000000028e+01
4.289499999999999980e-01 4.164430000000000121e+01
4.290300000000000225e-01 4.182659999999999911e+01
4.297599999999999754e-01 4.192190000000000083e+01
4.302000000000000268e-01 4.183539999999999992e+01
4.349399999999999933e-01 4.178280000000000172e+01
4.354600000000000137e-01 4.158389999999999986e+01
4.368299999999999961e-01 4.200509999999999877e+01
4.375999999999999890e-01 4.162530000000000285e+01
4.378299999999999970e-01 4.188199999999999790e+01
4.389000000000000123e-01 4.146790000000000020e+01
4.389100000000000223e-01 4.166819999999999879e+01
4.393500000000000183e-01 4.182620000000000005e+01
4.401300000000000212e-01 4.214009999999999678e+01
4.406700000000000061e-01 4.163640000000000185e+01
4.414899999999999936e-01 4.168229999999999791e+01
4.424500000000000099e-01 4.185229999999999961e+01
4.426300000000000234e-01 4.190390000000000015e+01
4.436100000000000043e-01 4.179299999999999926e+01
4.439100000000000268e-01 4.180689999999999884e+01
4.476399999999999824e-01 4.185520000000000351e+01
4.488599999999999812e-01 4.188530000000000086e+01
4.489099999999999757e-01 4.198749999999999716e+01
4.506800000000000250e-01 4.164459999999999695e+01
4.510600000000000165e-01 4.192810000000000059e+01
4.516200000000000214e-01 4.158919999999999817e+01
4.516200000000000214e-01 4.199230000000000018e+01
4.516299999999999759e-01 4.171620000000000061e+01
4.521800000000000264e-01 4.199589999999999890e+01
4.532800000000000162e-01 4.179529999999999745e+01
4.534599999999999742e-01 4.188629999999999853e+01
4.545799999999999841e-01 4.178730000000000189e+01
4.547700000000000076e-01 4.188389999999999702e+01
4.588499999999999801e-01 4.196790000000000020e+01
4.606399999999999939e-01 4.200209999999999866e+01
4.610400000000000054e-01 4.201619999999999777e+01
4.616399999999999948e-01 4.198389999999999844e+01
4.664300000000000113e-01 4.234239999999999782e+01
4.665400000000000102e-01 4.204800000000000182e+01
4.684200000000000030e-01 4.197330000000000183e+01
4.688700000000000090e-01 4.176310000000000144e+01
4.704200000000000048e-01 4.221509999999999962e+01
4.706500000000000128e-01 4.201350000000000051e+01
4.716299999999999937e-01 4.197979999999999734e+01
4.720400000000000151e-01 4.203739999999999810e+01
4.756500000000000172e-01 4.193800000000000239e+01
4.778600000000000070e-01 4.222690000000000055e+01
4.794100000000000028e-01 4.186950000000000216e+01
4.794599999999999973e-01 4.201069999999999993e+01
4.798799999999999732e-01 4.189560000000000173e+01
4.806400000000000117e-01 4.200410000000000110e+01
4.806500000000000217e-01 4.197480000000000189e+01
4.816400000000000126e-01 4.230550000000000210e+01
4.888799999999999812e-01 4.208420000000000272e+01
4.924399999999999888e-01 4.227830000000000155e+01
4.949899999999999856e-01 4.208209999999999695e+01
4.956599999999999895e-01 4.214529999999999887e+01
4.957900000000000085e-01 4.208169999999999789e+01
4.973899999999999988e-01 4.212680000000000291e+01
5.006699999999999484e-01 4.225699999999999790e+01
5.009799999999999809e-01 4.211650000000000205e+01
5.028200000000000447e-01 4.216100000000000136e+01
5.028500000000000192e-01 4.207030000000000314e+01
5.030599999999999516e-01 4.214840000000000231e+01
5.031600000000000517e-01 4.214439999999999742e+01
5.059299999999999908e-01 4.207900000000000063e+01
5.061499999999999888e-01 4.210430000000000206e+01
5.072499999999999787e-01 4.223579999999999757e+01
5.073900000000000077e-01 4.224190000000000111e+01
5.082499999999999796e-01 4.201930000000000121e+01
5.101599999999999469e-01 4.209449999999999648e+01
5.109500000000000153e-01 4.205830000000000268e+01
5.116899999999999782e-01 4.238850000000000051e+01
5.138700000000000490e-01 4.225670000000000215e+01
5.143699999999999939e-01 4.222590000000000288e+01
5.146899999999999809e-01 4.232589999999999719e+01
5.172600000000000531e-01 4.209320000000000306e+01
5.188300000000000134e-01 4.219489999999999696e+01
5.188500000000000334e-01 4.218240000000000123e+01
5.194100000000000383e-01 4.224380000000000024e+01
5.196800000000000308e-01 4.229050000000000153e+01
5.227100000000000080e-01 4.234960000000000235e+01
5.240000000000000213e-01 4.217739999999999867e+01
5.262000000000000011e-01 4.217020000000000124e+01
5.285900000000000043e-01 4.208550000000000324e+01
5.293700000000000072e-01 4.229129999999999967e+01
5.309899999999999620e-01 4.188020000000000209e+01
5.311099999999999710e-01 4.251089999999999947e+01
5.312400000000000455e-01 4.252530000000000143e+01
5.322500000000000009e-01 4.198210000000000264e+01
5.327100000000000168e-01 4.224719999999999942e+01
5.337199999999999722e-01 4.216490000000000293e+01
5.343499999999999917e-01 4.214330000000000354e+01
5.353400000000000380e-01 4.232050000000000267e+01
5.357199999999999740e-01 4.221340000000000003e+01
5.394200000000000106e-01 4.233379999999999654e+01
5.409699999999999509e-01 4.227909999999999968e+01
5.415200000000000014e-01 4.253000000000000114e+01
5.454499999999999904e-01 4.256329999999999814e+01
5.483400000000000496e-01 4.202349999999999852e+01
5.488100000000000200e-01 4.216949999999999932e+01
5.502099999999999769e-01 4.232529999999999859e+01
5.503299999999999859e-01 4.237279999999999802e+01
5.504599999999999493e-01 4.241040000000000276e+01
5.526699999999999946e-01 4.219380000000000308e+01
5.537499999999999645e-01 4.249000000000000199e+01
5.538399999999999990e-01 4.208270000000000266e+01
5.578199999999999825e-01 4.243889999999999674e+01
5.588199999999999834e-01 4.273310000000000031e+01
5.588199999999999834e-01 4.229749999999999943e+01
5.618100000000000316e-01 4.229370000000000118e+01
5.626900000000000235e-01 4.260159999999999769e+01
5.628300000000000525e-01 4.242960000000000065e+01
5.643700000000000383e-01 4.239280000000000115e+01
5.643700000000000383e-01 4.248810000000000286e+01
5.643700000000000383e-01 4.239690000000000225e+01
5.648100000000000342e-01 4.248729999999999762e+01
5.687900000000000178e-01 4.224069999999999681e+01
5.754200000000000426e-01 4.219120000000000203e+01
5.757700000000000040e-01 4.259150000000000347e+01
5.761899999999999800e-01 4.248870000000000147e+01
5.766799999999999704e-01 4.242629999999999768e+01
5.773700000000000498e-01 4.264500000000000313e+01
5.783000000000000362e-01 4.241740000000000066e+01
5.783099999999999907e-01 4.245120000000000005e+01
5.788200000000000012e-01 4.242719999999999914e+01
5.789100000000000357e-01 4.253170000000000073e+01
5.796700000000000186e-01 4.239229999999999876e+01
5.806700000000000195e-01 4.257300000000000040e+01
5.807999999999999829e-01 4.270609999999999928e+01
5.830100000000000282e-01 4.254079999999999728e+01
5.833000000000000407e-01 4.279740000000000322e+01
5.838200000000000056e-01 4.247650000000000148e+01
5.838200000000000056e-01 4.264889999999999759e+01
5.838999999999999746e-01 4.241989999999999839e+01
5.858200000000000074e-01 4.270700000000000074e+01
5.873000000000000442e-01 4.262409999999999854e+01
5.887900000000000356e-01 4.250209999999999866e+01
5.902899999999999814e-01 4.251559999999999917e+01
5.917900000000000382e-01 4.245080000000000098e+01
6.006700000000000372e-01 4.261160000000000281e+01
6.015500000000000291e-01 4.275619999999999976e+01
6.032800000000000384e-01 4.275030000000000285e+01
6.062600000000000211e-01 4.261580000000000013e+01
6.082699999999999774e-01 4.259040000000000248e+01
6.087599999999999678e-01 4.242819999999999681e+01
6.087799999999999878e-01 4.261789999999999878e+01
6.098099999999999632e-01 4.268760000000000332e+01
